product_line,product_family,model_num,region,plant,order_type,month date,qty_actual,average selling price(M),total_est_actual_trade_values(M)
XA,Advanteon-CE IVD,2010260CE,EMEA,B410,Trade Orders,2021-08-01,1,0.086631773,0.086631773
XA,Advanteon-CE IVD,2010260CE,EMEA,B410,Trade Orders,2022-08-01,1,0.086631773,0.086631773
XA,Advanteon-CE IVD,2010261CE,APAC,SG10,Trade Orders,2025-10-01,1,0.0,0.0
XA,Advanteon-CE IVD,2010261CE,EMEA,B410,Trade Orders,2022-11-01,1,0.086631773,0.086631773
XA,Advanteon-CE IVD,2010261CE,EMEA,B410,Trade Orders,2024-02-01,1,0.086631773,0.086631773
XA,Advanteon-CE IVD,2010261CE,EMEA,B410,Trade Orders,2024-03-01,1,0.086631773,0.086631773
XA,Advanteon-CE IVD,2010261CE,EMEA,B410,Trade Orders,2024-10-01,1,0.086631773,0.086631773
XA,Advanteon-CE IVD,2010261CE,EMEA,B410,Trade Orders,2026-04-01,1,0.086631773,0.086631773
XA,Advanteon-CE IVD,2010263CE,EMEA,B410,Trade Orders,2023-03-01,1,0.086631773,0.086631773
XA,Advanteon-IVD,K2602-64000,GCFO,R805,ZC1,2024-08-01,2,0.077606975,
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2022-10-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2022-11-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2023-01-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2023-07-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2023-09-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2023-10-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2024-02-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2024-03-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2024-06-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2024-11-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64000,GCFO,R805,Trade Orders,2025-04-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,ZSD1,2025-08-01,1,0.077606975,
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2022-11-01,4,0.077606975,0.310427899
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-02-01,4,0.077606975,0.310427899
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-03-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-04-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-05-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-06-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-07-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-08-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-09-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-10-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-11-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2023-12-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-02-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-03-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-05-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-07-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-09-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-10-01,3,0.077606975,0.232820924
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-11-01,4,0.077606975,0.310427899
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2024-12-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-01-01,3,0.077606975,0.232820924
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-02-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-03-01,3,0.077606975,0.232820924
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-04-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-05-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-08-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-09-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-10-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-11-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2025-12-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2026-03-01,3,0.077606975,0.232820924
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2026-04-01,1,0.077606975,0.077606975
XA,Advanteon-IVD,K2602-64001,GCFO,R805,Trade Orders,2026-05-01,2,0.077606975,0.15521395
XA,Advanteon-IVD,K2602-64006,GCFO,R805,Trade Orders,2024-04-01,1,0.077606975,0.077606975
XA,Advanteon-RUO,2010119,APAC,AY10,Trade Orders,2025-08-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010119,APAC,SG10,Trade Orders,2021-08-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010119,EMEA,B410,Trade Orders,2020-10-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010119,EMEA,B410,Trade Orders,2021-11-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010119,EMEA,B410,Trade Orders,2022-10-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010119,EMEA,B410,Trade Orders,2022-12-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010123,EMEA,B410,Trade Orders,2024-05-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010124,EMEA,B410,Trade Orders,2021-01-01,2,0.109179794,0.218359587
XA,Advanteon-RUO,2010124,EMEA,B410,Trade Orders,2022-08-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010126,AFO,2810,Trade Orders,2024-06-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010126,AFO,2810,Trade Orders,2024-09-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010126,AFO,2810,Trade Orders,2025-04-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010126,APAC,SG10,Trade Orders,2021-09-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010126,AFO,2810,Trade Orders,2024-09-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010126,AFO,2810,Trade Orders,2025-04-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010126,APAC,SG10,Trade Orders,2021-09-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010126,APAC,SG10,Trade Orders,2023-01-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010126,APAC,SG10,Trade Orders,2024-02-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010126,EMEA,B410,Trade Orders,2020-09-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010126,EMEA,B410,Trade Orders,2021-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010126,GCFO,SG10,Trade Orders,2026-02-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010126S,AFO,2810,Trade Orders,2025-10-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010127,AFO,2810,Trade Orders,2022-06-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010127,AFO,2810,Trade Orders,2023-05-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010127,AFO,2810,Trade Orders,2023-06-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010127,APAC,B410,Trade Orders,2023-06-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,APAC,SG10,Trade Orders,2020-11-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,APAC,SG10,Trade Orders,2023-08-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,APAC,SG10,Trade Orders,2023-10-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,APAC,SG10,Trade Orders,2024-06-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,APAC,SG10,Trade Orders,2025-09-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,APAC,SG10,Trade Orders,2025-11-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,APAC,SG10,Trade Orders,2026-01-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127,EMEA,B410,Trade Orders,2022-01-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010127,EMEA,B410,Trade Orders,2023-04-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010127,EMEA,B410,Trade Orders,2023-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010127,EMEA,B410,Trade Orders,2024-05-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010127,EMEA,B410,Trade Orders,2025-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2020-11-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2021-10-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2021-11-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2023-03-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2024-11-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2024-12-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2025-05-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127,GCFO,R811,Trade Orders,2025-11-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010127S,AFO,2810,Trade Orders,2024-09-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010127S,AFO,2810,Trade Orders,2025-06-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010127S,AFO,2810,Trade Orders,2026-02-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010127S,APAC,2810,Trade Orders,2024-08-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010127S,GCFO,SG10,Trade Orders,2025-05-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010130,EMEA,B410,ZSD2,2025-09-01,1,0.109179794,
XA,Advanteon-RUO,2010130,EMEA,B410,Trade Orders,2025-05-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010130,GCFO,R811,Trade Orders,2024-06-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,AFO,2810,Trade Orders,2020-09-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132,AFO,2810,Trade Orders,2020-10-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132,AFO,2810,Trade Orders,2020-11-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132,AFO,2810,Trade Orders,2021-01-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132,AFO,2810,Trade Orders,2021-02-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132,AFO,2810,Trade Orders,2022-01-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132,APAC,AY10,Trade Orders,2021-09-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,AY10,Trade Orders,2021-10-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,AY10,Trade Orders,2022-07-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,AY10,Trade Orders,2022-08-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,AY10,Trade Orders,2023-01-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,AY10,Trade Orders,2024-05-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,AY10,Trade Orders,2024-12-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,SG10,ZC1,2025-08-01,1,0.080704964,
XA,Advanteon-RUO,2010132,APAC,SG10,ZC1,2026-05-01,1,0.080704964,
XA,Advanteon-RUO,2010132,APAC,SG10,ZGIO,2023-01-01,1,0.080704964,
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2021-02-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2022-01-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2024-08-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2024-09-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2025-01-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2025-04-01,2,0.080704964,0.161409928
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2026-01-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,APAC,SG10,Trade Orders,2026-03-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132,EMEA,B410,ZC1,2022-10-01,1,0.109179794,
XA,Advanteon-RUO,2010132,EMEA,B410,ZC1,2023-11-01,1,0.109179794,
XA,Advanteon-RUO,2010132,EMEA,B410,ZC1,2025-11-01,1,0.109179794,
XA,Advanteon-RUO,2010132,EMEA,B410,ZGIO,2021-10-01,1,0.109179794,
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2021-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2022-04-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2022-06-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2022-11-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2023-03-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2023-08-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2023-10-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2023-11-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2023-12-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2024-10-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2025-02-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2025-05-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2025-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,EMEA,B410,Trade Orders,2026-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010132,GCFO,R811,ZC1,2025-03-01,1,0.066446395,
XA,Advanteon-RUO,2010132,GCFO,R811,ZGIO,2021-11-01,1,0.066446395,
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2021-07-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2022-08-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2022-09-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2022-11-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2022-12-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2023-11-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2024-02-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2025-01-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,R811,Trade Orders,2025-09-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,SG10,Trade Orders,2021-04-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132,GCFO,SG10,Trade Orders,2023-12-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132S,AFO,2810,ZC1,2022-12-01,1,0.108932005,
XA,Advanteon-RUO,2010132S,AFO,2810,ZC1,2024-02-01,2,0.108932005,
XA,Advanteon-RUO,2010132S,AFO,2810,ZC1,2025-11-01,2,0.108932005,
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2021-03-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2021-05-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2021-07-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2022-02-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2022-04-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2022-05-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2022-11-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2022-12-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2023-02-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2023-07-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2023-08-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2023-09-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2024-01-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2024-02-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2024-04-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2024-09-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2024-10-01,150,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2024-11-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2025-01-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2025-02-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2025-04-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2025-11-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,2810,Trade Orders,2026-04-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,SG10,Trade Orders,2025-10-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,AFO,SG10,Trade Orders,2026-03-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010132S,APAC,SG10,Trade Orders,2024-10-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010132S,GCFO,SG10,Trade Orders,2021-08-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010132S,GCFO,SG10,Trade Orders,2023-04-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2020-10-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2021-01-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2021-06-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2021-12-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2022-01-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2022-10-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2022-12-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2023-01-01,2,0.108932005,0.217864009
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2023-07-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2023-08-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,AFO,2810,Trade Orders,2024-02-01,1,0.108932005,0.108932005
XA,Advanteon-RUO,2010133,APAC,AY10,Trade Orders,2021-08-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010133,APAC,B410,Trade Orders,2023-11-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010133,APAC,SG10,Trade Orders,2022-10-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010133,APAC,SG10,Trade Orders,2024-02-01,1,0.080704964,0.080704964
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2020-09-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2021-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2021-11-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2021-12-01,2,0.109179794,0.218359587
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2022-02-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2022-05-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2022-06-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2022-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2022-09-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2022-11-01,2,0.109179794,0.218359587
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2022-12-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2023-04-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2023-07-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2023-09-01,2,0.109179794,0.218359587
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2023-10-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2023-11-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2024-04-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2024-05-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2024-06-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2025-09-01,2,0.109179794,0.218359587
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2025-11-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,EMEA,B410,Trade Orders,2025-12-01,1,0.109179794,0.109179794
XA,Advanteon-RUO,2010133,GCFO,R811,ZC1,2024-04-01,1,0.066446395,
XA,Advanteon-RUO,2010133,GCFO,R811,ZC1,2024-10-01,1,0.066446395,
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2020-11-01,4,0.066446395,0.265785581
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2021-05-01,3,0.066446395,0.199339186
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2021-09-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2021-10-01,2,0.066446395,0.13289279
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2021-11-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-01-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-02-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-03-01,3,0.066446395,0.199339186
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-05-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-06-01,2,0.066446395,0.13289279
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-07-01,2,0.066446395,0.13289279
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-08-01,4,0.066446395,0.265785581
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-09-01,10,0.066446395,0.664463952
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-10-01,5,0.066446395,0.332231976
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-11-01,2,0.066446395,0.13289279
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2022-12-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-01-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-02-01,3,0.066446395,0.199339186
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-03-01,8,0.066446395,0.531571162
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-04-01,1,0.066446395,0.066446395
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-05-01,4,0.066446395,0.265785581
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-06-01,4,0.066446395,0.265785581
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-07-01,2,0.066446395,0.13289279
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-08-01,6,0.066446395,0.398678371
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-09-01,2,0.066446395,0.13289279
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-10-01,3,0.066446395,0.199339186
XA,Advanteon-RUO,2010133,GCFO,R811,Trade Orders,2023-11-01,2,0.066446395,0.13289279
